,x_ego,y_ego,v_ego,a_ego,yaw_ego,width_ego,length_ego,x_1,y_1,v_1,a_1,yaw_1,width_1,length_1,x_2,y_2,v_2,a_2,yaw_2,width_2,length_2,x_3,y_3,v_3,a_3,yaw_3,width_3,length_3,x_4,y_4,v_4,a_4,yaw_4,width_4,length_4,x_5,y_5,v_5,a_5,yaw_5,width_5,length_5,x_6,y_6,v_6,a_6,yaw_6,width_6,length_6,end
2.320000000000001,77.26715447832143,-3.619999999999999,28.926841480329383,0.1202158274263077,0.0,2.02,5.36,179.65,-7.98,32.0,6.25,6.275,1.92,4.24,120.68,-7.94,23.0,-6.25,6.272,2.5,16.67,163.99,-3.84,39.5,6.25,0.0,2.02,5.05,110.6,-3.6,31.25,0.0,0.0,2.22,5.46,74.43,-7.58,22.0,-6.25,0.011,2.5,11.52,62.52,-3.95,31.5,0.0,0.0,1.82,4.04,-1
2.360000000000001,78.42422813753461,-3.619999999999999,28.931856727511473,0.1253811795522847,0.0,2.02,5.36,180.91,-7.99,31.5,-12.5,6.275,1.92,4.24,121.59,-7.95,22.75,-6.25,0.0,2.5,16.67,165.55,-3.84,39.0,-12.5,0.0,2.02,5.05,111.85,-3.6,31.25,0.0,0.0,2.22,5.46,75.31,-7.57,22.0,0.0,0.011,2.5,11.52,63.78,-3.95,31.5,0.0,0.0,1.82,4.04,-1
2.4000000000000012,79.58150240663507,-3.619999999999999,28.937067642754975,0.1302728810875969,0.0,2.02,5.36,182.18,-8.0,31.75,6.25,6.275,1.92,4.24,122.5,-7.95,23.0,6.25,6.272,2.5,16.67,167.12,-3.84,39.5,12.5,0.0,2.02,5.05,113.1,-3.6,31.25,0.0,0.0,2.22,5.46,76.19,-7.56,22.0,0.0,0.0,2.5,11.52,65.05,-3.95,31.75,6.25,0.0,1.82,4.04,-1
2.4400000000000013,80.73898511234526,-3.619999999999999,28.942463823231613,0.13490451191595396,0.0,2.02,5.36,183.44,-8.01,31.5,-6.25,6.275,1.92,4.24,123.43,-7.96,23.0,0.0,0.0,2.5,16.67,168.69,-3.84,39.25,-6.25,0.0,2.02,5.05,114.35,-3.6,31.25,0.0,0.0,2.22,5.46,77.06,-7.56,21.75,-6.25,0.011,2.5,11.52,66.32,-3.95,31.75,0.0,0.0,1.82,4.04,-1
2.4800000000000013,81.89668366527452,-3.619999999999999,28.939723026871576,-0.06851990900094307,0.0,2.02,5.36,184.7,-8.02,31.5,0.0,6.275,1.92,4.24,124.35,-7.96,23.25,6.25,6.272,2.5,16.67,170.28,-3.84,39.5,6.25,0.0,2.02,5.05,115.59,-3.6,31.0,-6.25,6.275,2.22,5.46,77.94,-7.55,22.0,6.25,0.011,2.5,11.52,67.58,-3.95,31.5,-6.25,0.0,1.82,4.04,-1
2.5200000000000014,83.05427258634938,-3.619999999999999,28.95345505304004,0.343300654211659,0.0,2.02,5.36,185.96,-8.03,31.5,0.0,6.267,1.92,4.24,125.28,-7.97,23.25,0.0,0.0,2.5,16.67,171.84,-3.84,39.25,-6.25,6.277,2.02,5.05,116.85,-3.61,31.5,12.5,0.0,2.22,5.46,78.81,-7.54,21.75,-6.25,0.011,2.5,11.52,68.84,-3.95,31.5,0.0,0.0,1.82,4.04,-1
2.5600000000000014,84.21241078847099,-3.619999999999999,28.967055803922364,0.3400187720580384,0.0,2.02,5.36,187.23,-8.05,31.75,6.25,6.275,1.92,4.24,126.21,-7.97,23.0,-6.25,0.0,2.5,16.67,173.44,-3.85,39.75,12.5,0.0,2.02,5.05,118.11,-3.61,31.5,0.0,0.0,2.22,5.46,79.69,-7.53,22.0,6.25,0.012,2.5,11.52,70.11,-3.95,31.75,6.25,0.0,1.82,4.04,-1
2.6000000000000014,85.37109302062788,-3.619999999999999,28.972854436002034,0.14496580199174763,0.0,2.02,5.36,188.49,-8.06,31.5,-6.25,0.0,1.92,4.24,127.12,-7.97,23.0,0.0,6.272,2.5,16.67,175.03,-3.85,39.75,0.0,0.0,2.02,5.05,119.36,-3.61,31.25,-6.25,6.275,2.22,5.46,80.55,-7.52,21.5,-12.5,0.012,2.5,11.52,71.37,-3.95,31.5,-6.25,0.0,1.82,4.04,-1
2.6400000000000015,86.53000719806796,-3.619999999999999,28.978802547520267,0.14870278795583622,0.0,2.02,5.36,189.75,-8.06,31.5,0.0,6.275,1.92,4.24,128.06,-7.98,23.25,6.25,0.0,2.5,16.67,176.62,-3.85,39.75,0.0,0.0,2.02,5.05,120.61,-3.62,31.25,0.0,0.0,2.22,5.46,81.41,-7.51,21.5,0.0,0.012,2.5,11.52,72.63,-3.95,31.5,0.0,0.0,1.82,4.04,-1
2.6800000000000015,87.68915929996878,-3.619999999999999,28.984892027400416,0.15223699700373614,0.0,2.02,5.36,191.01,-8.07,31.5,0.0,6.275,1.92,4.24,128.99,-7.98,23.25,0.0,6.272,2.5,16.67,178.21,-3.85,39.75,0.0,0.0,2.02,5.05,121.86,-3.62,31.25,0.0,0.0,2.22,5.46,82.27,-7.5,21.5,0.0,0.011,2.5,11.52,73.88,-3.95,31.25,-6.25,0.0,1.82,4.04,-1
2.7200000000000015,88.8485549810648,-3.619999999999999,28.991115149577844,0.15557805443568287,0.0,2.02,5.36,192.27,-8.08,31.5,0.0,6.275,1.92,4.24,129.91,-7.99,23.0,-6.25,0.0,2.5,16.67,179.81,-3.85,40.0,6.25,0.0,2.02,5.05,123.11,-3.62,31.25,0.0,6.275,2.22,5.46,83.14,-7.49,21.75,6.25,0.011,2.5,11.52,75.13,-3.95,31.25,0.0,0.0,1.82,4.04,-1
2.7600000000000016,90.00819958704791,-3.619999999999999,28.997464552501317,0.1587350730868184,0.0,2.02,5.36,193.54,-8.09,31.75,6.25,6.275,1.92,4.24,130.82,-7.99,23.0,0.0,6.272,2.5,16.67,181.41,-3.85,40.0,0.0,0.0,2.02,5.05,124.36,-3.63,31.25,0.0,0.0,2.22,5.46,84.01,-7.48,21.75,0.0,0.011,2.5,11.52,76.38,-3.95,31.25,0.0,0.0,1.82,4.04,-1
2.8000000000000016,91.16809816914797,-3.619999999999999,29.003933219901736,0.16171668501048966,0.0,2.02,5.36,194.8,-8.1,31.5,-6.25,6.275,1.92,4.24,131.74,-8.0,22.75,-6.25,0.0,2.5,16.67,183.0,-3.85,40.0,0.0,0.0,2.02,5.05,125.61,-3.63,31.25,0.0,6.275,2.22,5.46,84.9,-7.47,22.25,12.5,0.011,2.5,11.52,77.65,-3.95,31.75,12.5,0.0,1.82,4.04,-1
2.8400000000000016,92.32825549794404,-3.619999999999999,29.010514462737408,0.16453107089181962,0.0,2.02,5.36,196.07,-8.11,31.75,6.25,6.275,1.92,4.24,132.66,-8.0,23.0,6.25,6.272,2.5,16.67,184.61,-3.85,40.0,0.0,0.0,2.02,5.05,126.86,-3.64,31.25,0.0,0.0,2.22,5.46,85.78,-7.46,22.0,-6.25,0.011,2.5,11.52,78.91,-3.95,31.5,-6.25,0.0,1.82,4.04,-1
2.8800000000000017,93.48867607645354,-3.619999999999999,29.0246560430899,0.3535395088123355,0.0,2.02,5.36,197.34,-8.12,31.75,0.0,0.0,1.92,4.24,133.56,-8.01,22.75,-6.25,0.0,2.5,16.67,186.21,-3.85,40.0,0.0,0.0,2.02,5.05,128.12,-3.64,31.5,6.25,6.275,2.22,5.46,86.66,-7.45,22.0,0.0,0.011,2.5,11.52,80.18,-3.95,31.75,6.25,0.0,1.82,4.04,-1
2.9200000000000017,94.64966231817714,-3.619999999999999,29.031201199162318,0.1636289018104453,0.0,2.02,5.36,198.6,-8.12,31.5,-6.25,6.275,1.92,4.24,134.49,-8.01,23.0,6.25,6.272,2.5,16.67,187.8,-3.85,39.75,-6.25,0.0,2.02,5.05,129.37,-3.65,31.25,-6.25,0.0,2.22,5.46,87.53,-7.44,21.75,-6.25,0.023,2.5,11.52,81.44,-3.95,31.5,-6.25,0.0,1.82,4.04,-1
2.9600000000000017,95.81091036614363,-3.619999999999999,29.037849352127058,0.1662038241184838,0.0,2.02,5.36,199.86,-8.13,31.5,0.0,6.275,1.92,4.24,135.41,-8.02,23.0,0.0,0.0,2.5,16.67,189.4,-3.85,40.0,6.25,0.0,2.02,5.05,130.62,-3.65,31.25,0.0,6.275,2.22,5.46,88.41,-7.42,22.01,6.5,0.011,2.5,11.52,82.7,-3.95,31.5,0.0,0.0,1.82,4.04,-1
3.0000000000000018,96.97242434022871,-3.619999999999999,29.05197755566534,0.35320508845703014,0.0,2.02,5.36,201.12,-8.14,31.5,0.0,0.0,1.92,4.24,136.34,-8.02,23.25,6.25,6.272,2.5,16.67,191.0,-3.85,40.25,6.25,0.0,2.02,5.05,131.88,-3.66,31.5,6.25,0.0,2.22,5.46,89.29,-7.41,22.0,-0.25,0.011,2.5,11.52,83.97,-3.95,31.75,6.25,0.0,1.82,4.04,-1
3.040000000000002,98.13450344245533,-3.619999999999999,29.065945453593056,0.3491974481929436,0.0,2.02,5.36,202.39,-8.14,31.75,6.25,6.275,1.92,4.24,137.27,-8.03,23.25,0.0,0.0,2.5,16.67,192.62,-3.85,40.25,0.0,0.0,2.02,5.05,133.14,-3.66,31.5,0.0,6.275,2.22,5.46,90.17,-7.4,22.0,0.0,0.011,2.5,11.52,85.23,-3.95,31.5,-6.25,0.0,1.82,4.04,-1
3.080000000000002,99.29714126059905,-3.619999999999999,29.07975689966591,0.3452861518213526,0.0,2.02,5.36,203.65,-8.15,31.5,-6.25,0.0,1.92,4.24,138.2,-8.03,23.25,0.0,6.272,2.5,16.67,194.22,-3.85,40.25,0.0,0.0,2.02,5.05,134.4,-3.67,31.5,0.0,6.275,2.22,5.46,91.05,-7.39,22.0,0.0,0.012,2.5,11.52,86.49,-3.95,31.5,0.0,0.0,1.82,4.04,-1
3.120000000000002,100.46033153658568,-3.619999999999999,29.08607424339481,0.157933593222476,0.0,2.02,5.36,204.91,-8.15,31.5,0.0,6.275,1.92,4.24,139.12,-8.04,23.0,-6.25,0.0,2.5,16.67,195.84,-3.85,40.5,6.25,0.0,2.02,5.05,135.65,-3.68,31.25,-6.25,0.0,2.22,5.46,91.91,-7.38,21.5,-12.5,0.012,2.5,11.52,87.74,-3.95,31.25,-6.25,0.0,1.82,4.04,-1
3.160000000000002,101.62377450632148,-3.619999999999999,29.092491872015604,0.16044071551989664,0.0,2.02,5.36,206.17,-8.16,31.5,0.0,0.0,1.92,4.24,140.05,-8.04,23.25,6.25,6.273,2.5,16.67,197.46,-3.85,40.25,-6.25,0.0,2.02,5.05,136.9,-3.68,31.25,0.0,6.275,2.22,5.46,92.77,-7.37,21.5,0.0,0.011,2.5,11.52,89.0,-3.95,31.5,6.25,0.0,1.82,4.04,-1
3.200000000000002,102.7874741812021,-3.619999999999999,29.113085296154807,0.5148356034800963,0.0,2.02,5.36,207.44,-8.16,31.75,6.25,6.275,1.92,4.24,140.99,-8.05,23.5,6.25,6.272,2.5,16.67,199.09,-3.85,40.75,12.5,0.0,2.02,5.05,138.17,-3.69,31.75,12.5,6.275,2.22,5.46,93.65,-7.36,22.0,12.5,0.011,2.5,11.52,90.26,-3.95,31.5,0.0,0.0,1.82,4.04,-1
3.240000000000002,103.95199759304829,-3.619999999999999,29.126526919724803,0.3360405892498698,0.0,2.02,5.36,208.7,-8.17,31.5,-6.25,0.0,1.92,4.24,141.91,-8.06,23.0,-12.5,6.272,2.5,16.67,200.71,-3.85,40.5,-6.25,0.0,2.02,5.05,139.43,-3.7,31.5,-6.25,6.275,2.22,5.46,94.53,-7.35,22.0,0.0,0.011,2.5,11.52,91.52,-3.95,31.5,0.0,0.0,1.82,4.04,-1
3.280000000000002,105.11705866983728,-3.619999999999999,29.13254973841256,0.15057046719394404,0.0,2.02,5.36,209.96,-8.17,31.5,0.0,0.0,1.92,4.24,142.83,-8.07,23.0,0.0,0.0,2.5,16.67,202.33,-3.85,40.5,0.0,0.006,2.02,5.05,140.68,-3.71,31.25,-6.25,0.0,2.22,5.46,95.42,-7.34,22.25,6.25,0.011,2.5,11.52,92.77,-3.95,31.25,-6.25,0.0,1.82,4.04,-1
3.320000000000002,106.28236065937378,-3.619999999999999,29.138674896242417,0.1531289457464405,0.0,2.02,5.36,211.22,-8.17,31.5,0.0,6.275,1.92,4.24,143.75,-8.07,23.0,0.0,6.272,2.5,16.67,203.96,-3.84,40.75,6.25,0.0,2.02,5.05,141.93,-3.71,31.25,0.0,6.275,2.22,5.46,96.29,-7.33,21.75,-12.5,0.011,2.5,11.52,94.02,-3.95,31.25,0.0,0.0,1.82,4.04,-1
3.360000000000002,107.44790765522347,-3.619999999999999,29.144896788268507,0.15554730065227582,0.0,2.02,5.36,212.49,-8.18,31.75,6.25,0.0,1.92,4.24,144.68,-8.08,23.25,6.25,6.272,2.5,16.67,205.59,-3.84,40.75,0.0,0.0,2.02,5.05,143.18,-3.72,31.25,0.0,6.275,2.22,5.46,97.17,-7.32,22.0,6.25,0.011,2.5,11.52,95.28,-3.95,31.5,6.25,0.0,1.82,4.04,-1
3.400000000000002,108.61370352675422,-3.619999999999999,29.151210057167198,0.15783172246723615,0.0,2.02,5.36,213.75,-8.18,31.5,-6.25,0.0,1.92,4.24,145.59,-8.09,22.75,-12.5,6.272,2.5,16.67,207.22,-3.84,40.75,0.0,0.0,2.02,5.05,144.43,-3.73,31.25,0.0,6.275,2.22,5.46,98.05,-7.31,22.0,0.0,0.011,2.5,11.52,96.54,-3.95,31.5,0.0,0.0,1.82,4.04,-1
3.440000000000002,109.77975192904091,-3.619999999999999,29.157609581227984,0.1599881015196478,0.0,2.02,5.36,215.0,-8.18,31.25,-6.25,6.275,1.92,4.24,146.5,-8.1,23.0,6.25,6.272,2.5,16.67,208.86,-3.84,41.0,6.25,0.0,2.02,5.05,145.68,-3.74,31.25,0.0,6.275,2.22,5.46,98.94,-7.3,22.25,6.25,0.012,2.5,11.52,97.8,-3.95,31.5,0.0,0.0,1.82,4.04,-1
3.480000000000002,110.94605631229003,-3.619999999999999,29.164090463013878,0.1620220446473682,0.0,2.02,5.36,216.26,-8.19,31.5,6.25,0.0,1.92,4.24,147.43,-8.11,23.0,0.0,6.272,2.5,16.67,210.49,-3.84,40.75,-6.25,0.0,2.02,5.05,146.93,-3.75,31.25,0.0,6.275,2.22,5.46,99.79,-7.29,21.25,-25.0,0.011,2.5,11.52,99.06,-3.95,31.5,0.0,0.0,1.82,4.04,-1
3.5200000000000022,112.11261993081058,-3.619999999999999,29.170648018648173,0.16393889085733515,0.0,2.02,5.36,217.52,-8.19,31.5,0.0,0.0,1.92,4.24,148.36,-8.12,23.25,6.25,6.272,2.5,16.67,212.12,-3.84,40.75,0.0,0.0,2.02,5.05,148.18,-3.76,31.25,0.0,6.275,2.22,5.46,100.66,-7.28,21.75,12.5,0.012,2.5,11.52,100.33,-3.95,31.75,6.25,0.0,1.82,4.04,-1
3.5600000000000023,113.2794458515565,-3.619999999999999,29.17727776768765,0.16574372598694304,0.0,2.02,5.36,218.78,-8.19,31.5,0.0,6.275,1.92,4.24,149.28,-8.13,23.0,-6.25,6.272,2.5,16.67,213.75,-3.84,40.75,0.0,0.006,2.02,5.05,149.43,-3.77,31.25,0.0,6.275,2.22,5.46,101.51,-7.27,21.25,-12.5,0.012,2.5,11.52,101.59,-3.95,31.5,-6.25,0.0,1.82,4.04,-1
3.6000000000000023,114.446536962264,-3.619999999999999,29.18397542354525,0.16744139644001238,0.0,2.02,5.36,220.04,-8.2,31.5,0.0,0.0,1.92,4.24,150.2,-8.14,23.0,0.0,6.272,2.5,16.67,215.38,-3.83,40.75,0.0,0.0,2.02,5.05,150.68,-3.78,31.25,0.0,6.275,2.22,5.46,102.37,-7.26,21.5,6.25,0.011,2.5,11.52,102.85,-3.95,31.5,0.0,0.0,1.82,4.04,-1
3.6400000000000023,115.61389597920582,-3.619999999999999,29.19073688442781,0.16903652206400607,0.0,2.02,5.36,221.31,-8.2,31.75,6.25,0.0,1.92,4.24,151.12,-8.15,23.25,6.25,6.272,2.5,16.67,217.02,-3.83,41.0,6.25,0.0,2.02,5.05,151.93,-3.79,31.25,0.0,6.275,2.22,5.46,103.24,-7.25,21.75,6.25,0.0,2.5,11.52,104.12,-3.95,31.75,6.25,0.0,1.82,4.04,-1
3.6800000000000024,116.78152545458293,-3.619999999999999,29.204590528274124,0.3463410961578875,0.0,2.02,5.36,222.57,-8.2,31.5,-6.25,0.0,1.92,4.24,152.05,-8.16,23.0,-6.25,6.272,2.5,16.67,218.66,-3.83,41.25,6.25,0.0,2.02,5.05,153.19,-3.8,31.5,6.25,6.275,2.22,5.46,104.11,-7.25,21.75,0.0,0.011,2.5,11.52,105.38,-3.95,31.5,-6.25,0.0,1.82,4.04,-1
3.7200000000000024,117.9497090757139,-3.619999999999999,29.21125116500557,0.16651591828616097,0.0,2.02,5.36,223.82,-8.2,31.25,-6.25,0.0,1.92,4.24,152.97,-8.17,23.0,0.0,6.272,2.5,16.67,220.31,-3.83,41.0,-6.25,0.006,2.02,5.05,154.44,-3.81,31.25,-6.25,6.275,2.22,5.46,104.98,-7.24,21.75,0.0,0.011,2.5,11.52,106.65,-3.95,31.75,6.25,0.0,1.82,4.04,-1
3.7600000000000025,119.11815912231413,-3.619999999999999,29.22497245173682,0.3430321682812654,0.0,2.02,5.36,225.08,-8.2,31.5,6.25,0.0,1.92,4.24,153.88,-8.18,22.75,-6.25,6.272,2.5,16.67,221.96,-3.82,41.25,6.25,0.0,2.02,5.05,155.7,-3.82,31.5,6.25,6.267,2.22,5.46,105.86,-7.23,22.0,6.25,0.0,2.5,11.52,107.91,-3.95,31.5,-6.25,0.0,1.82,4.04,-1
3.8000000000000025,120.2871580203836,-3.619999999999999,29.231533973089967,0.16403803382866375,0.0,2.02,5.36,226.33,-8.2,31.25,-6.25,6.275,1.92,4.24,154.81,-8.19,23.25,12.5,0.0,2.5,16.67,223.61,-3.82,41.25,0.0,0.0,2.02,5.05,156.95,-3.84,31.25,-6.25,6.275,2.22,5.46,106.75,-7.23,22.25,6.25,0.011,2.5,11.52,109.17,-3.95,31.5,0.0,0.0,1.82,4.04,-1
3.8400000000000025,121.45641937930719,-3.619999999999999,29.238155202293264,0.16553073008242308,0.0,2.02,5.36,227.59,-8.21,31.5,6.25,0.0,1.92,4.24,155.74,-8.19,23.25,0.0,6.272,2.5,16.67,225.27,-3.82,41.5,6.25,0.006,2.02,5.05,158.2,-3.85,31.25,0.0,6.275,2.22,5.46,107.64,-7.22,22.25,0.0,0.011,2.5,11.52,110.43,-3.95,31.5,0.0,0.0,1.82,4.04,-1
3.8800000000000026,122.62594558739892,-3.619999999999999,29.244832467463574,0.16693162925771723,0.0,2.02,5.36,228.86,-8.21,31.75,6.25,0.0,1.92,4.24,156.66,-8.2,23.0,-6.25,6.272,2.5,16.67,226.93,-3.81,41.5,0.0,0.0,2.02,5.05,159.45,-3.86,31.25,0.0,6.267,2.22,5.46,108.52,-7.21,22.0,-6.25,0.0,2.5,11.52,111.69,-3.95,31.5,0.0,0.0,1.82,4.04,-1
3.9200000000000026,123.79573888609745,-3.619999999999999,29.251562251527005,0.1682446015858011,0.0,2.02,5.36,230.11,-8.21,31.25,-12.5,0.0,1.92,4.24,157.59,-8.21,23.25,6.25,6.272,2.5,16.67,228.58,-3.81,41.25,-6.25,0.0,2.02,5.05,160.7,-3.88,31.25,0.0,6.275,2.22,5.46,109.4,-7.21,22.0,0.0,0.011,2.5,11.52,112.95,-3.95,31.5,0.0,0.0,1.82,4.04,-1
3.9600000000000026,124.96580137615854,-3.619999999999999,29.25834118526488,0.16947334344683784,0.0,2.02,5.36,231.38,-8.21,31.75,12.5,0.0,1.92,4.24,158.52,-8.22,23.25,0.0,6.272,2.5,16.67,230.24,-3.81,41.5,6.25,0.006,2.02,5.05,161.95,-3.89,31.25,0.0,6.267,2.22,5.46,110.29,-7.2,22.25,6.25,0.0,2.5,11.52,114.21,-3.95,31.5,0.0,0.0,1.82,4.04,-1
4.000000000000003,126.13613502356914,-3.619999999999999,29.2651660407135,0.17062138621553816,0.0,2.02,5.36,232.65,-8.21,31.75,0.0,0.0,1.92,4.24,159.45,-8.23,23.25,0.0,6.272,2.5,16.67,231.91,-3.8,41.75,6.25,0.0,2.02,5.05,163.2,-3.91,31.25,0.0,6.275,2.22,5.46,111.16,-7.2,21.75,-12.5,0.0,2.5,11.52,115.48,-3.95,31.75,6.25,0.0,1.82,4.04,-1
4.040000000000003,127.30674166519768,-3.619999999999999,29.278903146895498,0.34342765455000507,0.0,2.02,5.36,233.92,-8.21,31.75,0.0,0.0,1.92,4.24,160.37,-8.24,23.0,-6.25,0.0,2.5,16.67,233.56,-3.8,41.5,-6.25,0.0,2.02,5.05,164.46,-3.92,31.5,6.25,6.267,2.22,5.46,112.04,-7.2,22.0,6.25,0.011,2.5,11.52,116.76,-3.95,32.0,6.25,0.0,1.82,4.04,-1
4.080000000000003,128.4778977910735,-3.619999999999999,29.28560334550687,0.16750496528435294,0.0,2.02,5.36,235.18,-8.21,31.5,-6.25,0.0,1.92,4.24,161.28,-8.24,23.0,0.0,6.272,2.5,16.67,235.24,-3.8,41.75,6.25,0.006,2.02,5.05,165.71,-3.94,31.25,-6.25,6.275,2.22,5.46,112.93,-7.19,22.25,6.25,0.0,2.5,11.52,118.03,-3.95,31.75,-6.25,0.0,1.82,4.04,-1
4.120000000000003,129.64932192489377,-3.619999999999999,29.292347342448018,0.16859992352871014,0.0,2.02,5.36,236.45,-8.21,31.75,6.25,0.0,1.92,4.24,162.21,-8.25,23.0,0.0,6.272,2.5,16.67,236.89,-3.79,41.25,-12.5,0.0,2.02,5.05,166.96,-3.95,31.25,0.0,6.267,2.22,5.46,113.8,-7.19,21.75,-12.5,0.0,2.5,11.52,119.29,-3.95,31.5,-6.25,0.0,1.82,4.04,-1
4.160000000000003,130.8210158185917,-3.619999999999999,29.305955547383828,0.34020512339524484,0.0,2.02,5.36,237.71,-8.21,31.5,-6.25,0.0,1.92,4.24,163.12,-8.26,22.75,-6.25,6.272,2.5,16.67,238.55,-3.79,41.5,6.25,0.0,2.02,5.05,168.22,-3.97,31.5,6.25,6.267,2.22,5.46,114.67,-7.19,21.75,0.0,0.0,2.5,11.52,120.55,-3.95,31.5,0.0,0.0,1.82,4.04,-1
4.200000000000003,131.99325404048705,-3.619999999999999,29.312573636558557,0.16545222936826293,0.0,2.02,5.36,238.97,-8.21,31.5,0.0,0.0,1.92,4.24,164.03,-8.27,23.0,6.25,6.272,2.5,16.67,240.19,-3.79,41.25,-6.25,0.006,2.02,5.05,169.47,-3.99,31.25,-6.25,6.267,2.22,5.46,115.53,-7.19,21.5,-6.25,0.0,2.5,11.52,121.82,-3.95,31.75,6.25,0.0,1.82,4.04,-1
4.240000000000003,133.1657569859494,-3.619999999999999,29.31923363044371,0.16649984712881402,0.0,2.02,5.36,240.23,-8.21,31.5,0.0,0.0,1.92,4.24,164.96,-8.28,23.0,0.0,0.0,2.5,16.67,241.91,-3.78,42.75,37.5,0.0,2.02,5.05,170.72,-4.01,31.25,0.0,6.267,2.22,5.46,116.42,-7.19,22.25,18.75,0.0,2.5,11.52,123.09,-3.95,31.75,0.0,0.0,1.82,4.04,-1
4.280000000000003,134.33852633116715,-3.619999999999999,29.325932679261683,0.1674762204493468,0.0,2.02,5.36,241.48,-8.21,31.25,-6.25,0.008,1.92,4.24,165.88,-8.28,23.0,0.0,6.272,2.5,16.67,243.59,-3.78,42.0,-18.75,0.0,2.02,5.05,171.97,-4.03,31.25,0.0,6.275,2.22,5.46,117.3,-7.19,22.0,-6.25,0.0,2.5,11.52,124.36,-3.95,31.75,0.0,0.0,1.82,4.04,-1
4.320000000000003,135.5115636383376,-3.619999999999999,29.332668050172977,0.1683842727823152,0.0,2.02,5.36,242.74,-8.2,31.5,6.25,0.0,1.92,4.24,166.81,-8.29,23.25,6.25,6.272,2.5,16.67,245.28,-3.78,42.5,12.5,0.006,2.02,5.05,173.22,-4.04,31.25,0.0,6.267,2.22,5.46,118.18,-7.19,22.0,0.0,6.272,2.5,11.52,125.63,-3.95,31.75,0.0,0.0,1.82,4.04,-1
4.360000000000003,136.68487036034452,-3.619999999999999,29.339437122260364,0.16922680218466418,0.0,2.02,5.36,243.99,-8.2,31.25,-6.25,0.0,1.92,4.24,167.72,-8.3,23.0,-6.25,6.272,2.5,16.67,246.97,-3.77,42.0,-12.5,0.0,2.02,5.05,174.47,-4.06,31.25,0.0,6.267,2.22,5.46,119.06,-7.2,22.0,0.0,0.0,2.5,11.52,126.91,-3.95,32.0,6.25,0.0,1.82,4.04,-1
4.400000000000003,137.85844784523493,-3.619999999999999,29.34623738175448,0.17000648735289312,0.0,2.02,5.36,245.25,-8.2,31.5,6.25,0.0,1.92,4.24,168.65,-8.31,23.0,0.0,0.0,2.5,16.67,248.66,-3.77,42.5,12.5,0.0,2.02,5.05,175.72,-4.08,31.25,0.0,6.267,2.22,5.46,119.95,-7.2,22.25,6.25,0.0,2.5,11.52,128.18,-3.95,31.75,-6.25,0.0,1.82,4.04,-1
4.440000000000003,139.03229734050512,-3.619999999999999,29.353066417487554,0.1707258933268146,0.0,2.02,5.36,246.51,-8.2,31.5,0.0,0.0,1.92,4.24,169.56,-8.31,23.0,0.0,6.272,2.5,16.67,250.37,-3.77,42.5,0.0,0.006,2.02,5.05,176.97,-4.1,31.25,0.0,6.267,2.22,5.46,120.83,-7.2,22.0,-6.25,0.0,2.5,11.52,129.46,-3.95,32.0,6.25,0.008,1.82,4.04,-1
4.480000000000003,140.20641999720462,-3.619999999999999,29.359921916562865,0.17138747688274558,0.0,2.02,5.36,247.77,-8.2,31.5,0.0,0.0,1.92,4.24,170.47,-8.32,22.75,-6.25,6.272,2.5,16.67,252.06,-3.76,42.25,-6.25,0.0,2.02,5.05,178.22,-4.12,31.25,0.0,6.267,2.22,5.46,121.71,-7.2,22.0,0.0,6.272,2.5,11.52,130.72,-3.94,31.5,-12.5,0.0,1.82,4.04,-1
4.520000000000003,141.38081687386713,-3.619999999999999,29.359703770777593,-0.005453644631769377,0.0,2.02,5.36,249.03,-8.2,31.5,0.0,0.008,1.92,4.24,171.4,-8.33,23.0,6.25,6.272,2.5,16.67,253.75,-3.76,42.25,0.0,0.0,2.02,5.05,179.46,-4.14,31.0,-6.25,6.259,2.22,5.46,122.59,-7.21,22.0,0.0,0.0,2.5,11.52,131.99,-3.94,31.75,6.25,0.0,1.82,4.04,-1
4.560000000000003,142.55520502469824,-3.619999999999999,29.36681630288629,0.17781330271739526,0.0,2.02,5.36,250.29,-8.19,31.5,0.0,0.0,1.92,4.24,172.31,-8.34,23.0,0.0,0.0,2.5,16.67,255.44,-3.76,42.25,0.0,0.0,2.02,5.05,180.71,-4.17,31.26,6.5,6.267,2.22,5.46,123.48,-7.21,22.25,6.25,6.272,2.5,11.52,133.26,-3.94,31.75,0.0,0.0,1.82,4.04,-1
4.600000000000003,143.7298776768137,-3.619999999999999,29.37394224967732,0.17814866977578603,0.0,2.02,5.36,251.55,-8.19,31.5,0.0,0.0,1.92,4.24,173.24,-8.34,23.0,0.0,6.272,2.5,16.67,257.13,-3.76,42.5,6.25,0.006,2.02,5.05,181.96,-4.19,31.25,-0.25,6.267,2.22,5.46,124.36,-7.22,22.0,-6.25,0.0,2.5,11.52,134.54,-3.94,32.0,6.25,0.0,1.82,4.04,-1
4.640000000000003,144.90483536680077,-3.619999999999999,29.381079880179204,0.1784407625471022,0.0,2.02,5.36,252.79,-8.19,31.0,-12.5,0.0,1.92,4.24,174.16,-8.35,23.0,0.0,6.272,2.5,16.67,258.82,-3.75,42.25,-6.25,0.0,2.02,5.05,183.21,-4.21,31.25,0.0,6.267,2.22,5.46,125.24,-7.22,22.0,0.0,6.272,2.5,11.52,135.8,-3.94,31.5,-12.5,0.0,1.82,4.04,-1
